node_id,degree,neighbours
5521,25,5151 31514 9686 24984 15572 17754 5723 19165 4853 5067 5066 5379 928 26065 19406 18035 33818 34606 36576 37584 38231 40311 42224 42667 45154
5522,28,2640 3017 17225 4637 4330 4875 2805 5237 1986 20426 19660 6682 18036 5174 18769 7327 21497 25089 25094 27103 30010 33471 34182 34697 42113 42424 43979 44714
5523,20,2259 7518 1985 5525 4720 26447 4026 36853 18033 164 1717 12170 5477 20355 14067 5481 37312 37579 38190 45657
5524,26,1654 1664 1716 4115 5080 15491 206 12053 12239 13198 3943 7588 14827 1870 20090 24027 31193 31322 31694 33160 34201 38276 40647 45780 49475 49634
5525,32,4158 3752 13564 8712 25182 20430 13046 3069 12407 16028 18075 19215 127 1715 13953 16032 7589 8350 10978 203 25345 29003 33161 37781 37935 38242 39978 43782 47518 47792 49474 49635
5526,24,5171 11755 17013 6557 14041 3903 3812 7116 15486 12551 18268 9086 19292 21548 28341 28966 32834 33333 41627 41664 45684 45920 48626 48791
5527,30,2652 1993 3013 5083 5103 4770 2669 5457 3742 5646 5662 6086 6211 7777 7799 8894 10822 12421 18487 18603 27959 28508 32454 32953 45718 45800 45805 46080 47889 49506
5528,20,4419 9825 4382 21034 9135 12260 13608 4717 19143 21161 13330 14792 22711 24170 32027 33052 40466 41595 41906 49243
5529,22,1979 10435 6892 15460 1998 19094 20009 13096 11864 6812 20394 21336 23322 24508 27944 28306 31272 32152 37597 39160 43771 49933
5530,32,4571 4991 235 4498 618 4404 3892 1754 1905 111 4315 6258 8361 8699 10087 15008 19170 19378 19493 25915 28320 30310 30741 36569 36620 36747 36865 37412 45894 46816 48789 49192
5531,17,223 3949 7476 29281 42052 36991 25262 29243 1991 15813 3324 45641 46437 46568 46692 48703 49671
5532,12,3690 15737 32877 29244 9925 42053 10653 15812 5481 5477 3323 48400
5533,30,14603 12160 1679 2307 6438 9177 3875 6480 14651 10209 14732 14735 14741 15258 17231 19223 19350 20087 20369 23675 24747 27985 29280 32595 34352 34405 36156 41874 42034 46704
5534,29,4220 5036 19913 3174 15542 20636 9536 21775 15182 4808 13094 13021 5028 25000 25467 26932 31596 31805 33505 34229 35073 36448 37770 38720 38808 41715 41820 43536 47887
5535,22,2067 1365 1682 3293 14900 6203 12603 18691 3844 8926 19862 15552 17933 9079 21903 23365 27239 32662 40490 44647 47307 47417
5536,28,4519 3812 3603 5064 3976 1796 5535 2244 1055 2587 5042 5544 7515 7649 8761 9368 10681 13915 14855 16266 18688 23886 26325 26869 30702 36546 38292 38495
5537,30,4968 1021 3578 2295 4314 9728 10514 8025 7762 9564 11348 11865 11868 12306 12455 13937 14372 14708 17251 18651 20492 20502 21219 26651 32107 41298 41616 41991 42295 45519
5538,24,2913 17117 14885 16499 426 25801 34606 28225 20408 4359 14488 1353 7711 25883 3198 38216 22190 1256 34183 30472 1848 45815 46275 47325
5539,15,190 5818 33811 38918 19248 13513 17332 23662 11907 7357 13818 17570 37372 48733 49281
5540,21,2075 13048 12725 4303 38857 11465 41338 34933 3811 3840 6329 37811 41272 38569 33293 27955 45869 47788 48663 48856 49013
5541,31,2068 1888 949 820 1855 5102 5449 4533 3694 99 4721 7605 9407 10302 11178 15439 17791 18304 18773 20723 20796 21002 21476 23815 24079 24163 27416 27854 31470 36208 39927
5542,23,1143 1772 242 1675 4703 4722 7557 9091 9392 10181 10831 12430 14791 15069 18305 19558 20795 22567 28791 29974 30658 30776 37304
5543,25,8012 5228 1947 10194 1349 19447 19066 13420 1882 20809 12962 8583 20971 21144 24921 24947 26041 27482 28269 28377 34928 36893 38364 39984 42865
5544,19,1182 12244 18442 2408 6600 12653 19629 3603 5064 1055 19231 21304 14043 5536 38413 42953 43907 45501 46139
5545,9,5814 39176 17890 22531 40994 21412 3910 14155 46288
5546,9,5600 15686 13774 26654 22032 29264 42697 45497 45786
5547,24,2024 11466 1926 2298 15515 9923 17203 9455 2411 19302 7280 22774 26253 28851 33247 33771 34679 36795 37536 37612 43413 43807 47569 49220
5548,25,23209 21057 3913 11570 4970 17099 4803 11787 5271 10040 20773 21153 25527 26318 29799 30690 32002 34088 37021 38313 40068 40426 43879 44954 45979
5549,26,1184 3628 11887 8757 4846 13333 3486 5063 16633 3832 13246 15879 4861 18699 21446 24411 25813 28504 29165 34403 37351 37984 40069 41660 44496 45841
5550,14,1074 4600 9334 1692 42 835 3594 4516 32773 23682 1406 3045 2697 5047
5551,17,14404 3329 1720 1385 5212 11783 17472 12207 10580 34359 11645 37575 38306 42753 42983 44314 47631
5552,17,5326 4754 5629 13057 9377 1432 5100 27240 13002 15294 31114 10182 20276 1804 11910 2383 32025
5553,20,3786 2516 2480 1763 5778 1023 7198 25163 29051 861 16236 24952 300 21384 35881 36551 42387 42463 47870 49701
5554,29,4319 10033 5173 3277 2195 8972 2926 5622 5727 5448 1669 1405 13842 1311 2695 16576 18853 24848 25896 26755 31958 32195 37831 42745 43136 44148 44916 45444 48469
5555,12,10402 8884 10195 30026 4236 28181 28123 2843 13482 10566 32747 49953
5556,21,3222 351 9159 7621 12419 13621 15657 1076 9441 17099 19436 20321 21498 21868 28010 31805 36610 37722 40438 45407 48521
5557,24,3299 5592 13297 9531 1295 5585 3738 7367 18887 12451 18893 18911 26796 27092 28736 30320 34344 36817 38029 39436 40554 42270 48913 48966
5558,16,1220 18303 13320 19586 14508 14668 5635 10979 19938 20085 20356 21556 22825 23495 28207 43895
5559,23,21642 42278 467 32104 21480 608 28572 32652 23100 36036 22379 14801 676 37499 26515 35405 30404 19766 4181 5741 11623 42925 48936
5560,26,4207 587 2964 2468 14034 2775 10117 9988 11624 4625 13107 11002 6897 14853 17399 18297 20564 21322 22793 28885 35732 36263 43384 44640 47743 48972
5561,23,2796 1054 6004 5360 43209 5398 43208 25101 21935 23684 8938 15892 3726 17526 736 37780 24137 15547 21568 42221 9527 16307 48153
5562,20,4590 6579 13221 8553 17679 4346 11800 503 33466 23223 11733 33497 36422 36887 37782 38434 38444 42273 44516 48634
5563,28,7511 1015 4115 8720 16207 15516 1425 12702 12704 14851 16382 17959 18303 19167 19998 21636 26203 28004 33543 33624 33628 34960 35706 35905 40010 43265 48100 49116
5564,25,12859 7139 5922 8146 5817 7732 15908 15759 165 8095 6006 7947 676 16041 16345 8564 4663 16543 21845 22013 22500 31931 33491 34565 37537
5565,32,5171 2383 7023 8728 1948 13360 2620 7365 4771 13538 5216 13526 16577 17011 18291 19394 20282 20321 21924 22402 23631 28522 28523 36713 37853 38335 39158 39191 42175 42380 46188 47174
5566,14,4961 3752 26650 12602 2583 16856 11144 5100 8715 9632 10577 13979 39413 48901
5567,23,4693 15785 11681 7330 3394 952 223 16900 8294 4382 19569 14719 3578 12844 21727 23778 25179 28756 34502 34861 39122 45294 46250
5568,18,10831 8836 7745 10800 43543 43408 15604 12001 9621 42230 12184 7551 18446 30540 7239 32573 44809 45528
5569,28,3256 16498 25483 9251 23769 18671 3454 10668 13710 8281 18406 20531 9538 14424 20895 10476 23323 11326 29250 31123 32546 33283 37248 41870 43527 43902 45625 49375
5570,18,8766 8609 2703 24188 19100 4482 5140 31644 1577 5255 7673 19109 36580 36719 38239 38700 42283 48620
5571,21,5612 30728 13969 30041 32009 44363 14998 9816 13393 41808 3457 24886 31197 45543 8689 36710 31173 10984 46227 46425 49902
5572,13,703 25989 28615 2197 3779 15150 11928 42921 22723 16983 2292 13522 15769
5573,27,601 2320 17289 11465 6597 7343 3770 9436 5819 19598 12675 5802 8290 6151 4845 6115 9847 23037 24056 26403 28291 33992 34993 38938 41058 41606 45275
5574,28,6402 13685 2398 21057 2779 2299 18174 2383 3149 5599 2290 9906 894 18120 5710 476 13360 2195 9086 6725 604 28773 32610 36134 38320 45533 45586 46322
5575,19,51 1500 9842 9730 12534 34750 14027 12181 17011 1909 11910 19517 150 13360 35433 36608 42208 44324 48785
5576,28,16985 33833 29071 1720 1835 3363 5551 10888 3457 11666 17911 4709 32466 15308 7099 1928 6598 7344 36592 37247 37257 37970 38306 42229 45448 46426 48974 48985
5577,25,1246 3775 5046 657 412 3428 3969 2746 4256 3481 6554 8050 12652 13057 14810 16816 19193 19829 20870 22591 36182 37374 40221 45915 47596
5578,21,40096 559 22213 11792 33510 3618 23166 25918 30603 3046 4244 14325 44653 9329 34297 26677 18835 46114 48019 48360 49139
5579,32,2381 5319 1174 819 1687 560 3645 651 5058 0 1256 4428 6460 9349 9899 10100 11437 13015 15533 15740 15834 17431 17880 18834 20228 21758 24979 26383 29929 34260 35175 37767
5580,22,1022 5629 21133 19554 18857 10165 15838 21064 15925 5825 17359 6507 5925 24198 33549 34946 35766 40451 42006 43651 43697 43918
5581,27,436 9376 5479 5279 17522 12739 5762 8263 18223 13783 8084 5111 2937 3129 19969 20034 22951 23047 25937 25954 27458 33895 34933 36882 44223 44481 48677
5582,22,700 21857 18867 1759 2186 19020 16475 13121 8083 6834 19970 25678 32509 32873 34052 36169 39733 41555 42009 43813 46669 49888
5583,29,1801 3148 5550 2707 9541 2079 9998 17252 17186 13239 5277 19906 3385 23388 23470 23864 24262 25476 26740 28767 30783 34286 34339 35121 35176 43398 44180 48276 48699
5584,13,1838 22556 4227 33270 27994 25488 38709 32880 29288 42351 44213 44867 47431
5585,29,11171 5497 2628 3451 6089 9782 4854 7862 5611 7663 7863 6784 12701 12703 12878 15650 18893 20287 20998 26147 32478 32669 32671 33079 34344 39436 46348 49182 49215
5586,27,3062 2151 4197 3149 4570 1579 4917 3828 6316 6771 8938 9624 10670 12437 13155 13416 15321 15379 18499 19222 24460 25552 38805 38897 41648 46199 49900
5587,15,7174 12486 6770 4914 25260 18582 5496 24448 24509 25524 25553 25908 40358 41823 42127
5588,15,4302 13148 10855 6191 20904 431 47295 22333 6299 27235 42825 20958 43521 18472 45285
5589,20,4383 3054 1387 10823 5638 10563 15695 2157 9062 1765 2671 28294 29663 30702 31080 40110 42800 43116 45295 46207
5590,29,3827 10996 17873 16208 3293 7963 9740 9674 3871 13221 20046 14817 20069 22743 22832 23346 23543 25630 32073 34757 36733 36971 37411 41651 41971 47732 48502 48604 49241
5591,31,2770 2732 172 57 1756 1718 3044 5250 281 3896 2191 6708 9023 9029 11524 12468 13222 14816 15879 15885 16324 18696 19827 20047 24335 28670 29046 30819 35641 48509 49995
5592,20,14182 4175 888 13450 17852 4583 37688 7258 8970 5161 7999 12944 28144 8768 3003 33689 43675 44389 45071 49154
5593,21,4522 14757 3139 22378 13254 848 26971 5865 44 24389 17615 38749 5003 2781 536 17060 25086 47256 47482 48019 49139
5594,16,7504 12683 8558 22019 13914 17915 34902 2157 5971 19381 13398 39206 38653 37818 17576 47677
5595,19,4439 21399 41 21107 14771 26902 11894 29350 9545 23849 5753 10051 5851 8584 34335 35228 39107 40709 47024
5596,29,3475 5211 3121 3831 2033 1082 2128 3818 5431 3980 2691 6784 8788 8795 8843 10326 10648 10664 11232 11426 12717 13455 14417 20437 20989 21022 41748 46266 46772
5597,18,26340 3088 5459 5767 5081 3935 13980 21022 12195 26655 7680 1453 28887 30962 36293 42014 42793 49166
5598,17,2244 249 26304 1376 39788 15650 9658 40299 16422 25497 20270 31611 2147 32613 43675 46433 48854
5599,24,1760 1767 1564 14005 2679 1877 3222 3902 919 21868 5574 29147 23631 17011 31723 34090 34601 36936 37865 38858 42101 42850 43156 49061
5600,25,1054 1158 1432 1391 2405 4247 5546 5259 989 4859 6513 7109 12928 14386 16466 23717 24518 24777 26748 33485 40120 40368 40395 47410 48965
5601,16,5301 3017 18813 10825 11606 3470 12118 41698 33392 4581 41769 12370 42908 44221 46280 46646
5602,25,4672 4818 3025 632 666 3345 3836 4797 5428 3759 3816 3015 4994 10139 16233 17422 22563 25711 26064 28242 29077 29816 31295 38881 42126
5603,11,5732 19756 15908 22554 35843 33870 18085 32628 2991 37616 12496
5604,31,11979 5699 15925 10104 1426 8553 15618 12153 9317 11439 9286 14670 7162 1376 6507 16076 16819 18009 22712 23661 23864 25482 28974 34232 42439 42453 44663 47344 47857 48470 49425
5605,27,10225 187 2943 879 485 625 3675 6861 6717 1815 2058 12086 7500 9619 14812 14944 14992 16984 21169 24016 31210 34068 36668 37218 37785 44339 49271
5606,16,26943 5777 14999 1857 16986 1685 13808 5045 21475 3180 18443 14378 14622 27565 31339 35591
5607,20,7316 38950 7375 3958 17834 1909 20869 9514 39348 14965 256 7240 4028 63 40638 45489 45744 47317 49130 49351
5608,18,917 24574 4129 37459 23666 34193 22047 9214 28844 2922 11883 3986 4710 18651 4234 38626 43257 47219
5609,21,2627 3186 20794 7774 5079 8341 26600 25791 1161 1137 9691 26021 671 28159 20675 29077 29296 35364 39656 42701 45308
5610,27,340 2111 4017 6394 90 8444 6938 16708 2220 2058 15556 32979 7366 29252 3916 22691 2491 12164 2611 33448 33639 37816 39872 45123 46764 49713 49806
5611,20,10119 6957 7756 13183 7999 5211 7761 7701 10496 5585 19234 19869 20240 20270 20305 20470 21473 24072 45897 48733
5612,29,13239 5792 13685 12421 8523 4749 12000 6149 5645 11901 745 4601 5083 13836 13996 14959 15791 16173 20560 26525 28442 28521 31521 31833 33195 33780 37390 38719 45568
5613,28,1218 6931 477 62 8057 12268 10233 14627 15090 9173 14237 16671 17725 19498 21389 22979 23536 25580 25920 32017 33191 33263 41962 46347 46573 46705 48381 49317
5614,18,3454 21192 2307 14236 1815 14901 14821 21813 28272 28646 29236 33262 33282 36679 44876 46526 46704 48176
5615,22,10570 14464 3475 10578 3067 3279 7172 7761 7863 16569 19863 20271 21032 21219 25934 27080 29308 32410 33033 48304 48909 49319
5616,28,3542 10821 5206 14366 2614 6278 756 3679 5870 925 13710 6227 14560 11003 2460 17028 18849 22045 24936 25051 28193 28888 29598 36723 38842 43385 44700 49479
5617,23,5614 812 14579 625 3247 12086 8407 3184 1997 8911 10684 5109 122 12716 10481 22602 23441 28440 29261 29599 37381 39680 42844
5618,20,3411 447 3563 14030 18476 20587 14027 7450 11459 14990 10282 11479 2954 885 23062 24086 27344 35786 36940 48735
5619,17,23018 11669 15788 5018 1817 10832 11769 31598 19711 11850 10462 32035 14614 2923 35466 41635 42665
5620,27,9865 13500 8719 7472 9082 14644 16733 17636 18125 16872 5834 10364 19284 9479 18123 20900 21325 22529 23569 27135 27987 28873 28962 35626 37052 38877 43188
5621,28,14666 15125 833 15017 10972 6027 6640 5517 5133 17654 6331 17795 18710 18758 19361 21225 25513 28352 28774 32713 32930 33538 33935 35506 37897 40234 40306 42704
5622,29,4522 3362 4831 384 4829 5212 5554 2526 5131 6205 6282 6465 10132 10135 11199 11787 13817 16377 16575 17532 20473 21857 22697 25874 25896 33247 33795 42753 42755
5623,13,729 33791 11465 23294 24541 7395 1277 28369 25127 26271 13601 16045 7169
5624,26,248 7582 2664 13982 2736 10190 12190 12203 10652 8377 15233 15553 20333 20940 21929 24532 25517 25903 28753 29574 32298 33756 35533 42512 44797 47277
5625,19,5628 318 12513 7118 13597 26815 12335 11950 27522 28118 37042 38118 39282 40151 42489 45633 46558 48397 49121
5626,16,878 3611 4379 1181 791 4097 5141 3615 2534 5822 6889 7374 9335 12138 13812 42778
5627,24,2268 14267 5725 20363 20007 22776 14972 109 1509 1217 22805 10315 5634 24377 29091 32685 33436 36625 38142 38193 39614 39948 40105 42656
5628,24,6771 3828 5625 9842 110 1003 9586 9467 6539 5635 14970 16209 17153 18588 19364 19854 20081 20090 20364 23495 24376 38192 39076 39924
5629,31,2054 2497 5667 5580 14695 14606 3960 7043 4732 10144 8582 13475 15352 18075 1873 18929 19645 20257 20298 21772 26790 29946 30494 33147 33473 33541 35615 37802 42248 45423 47749
5630,19,15454 17303 1235 10525 31889 25448 25923 19098 27997 24968 31661 32643 33780 34656 43710 44228 45187 45281 45305
5631,15,2552 1830 42601 11564 9930 20645 12144 43531 2717 16770 14519 40555 3796 46477 49348
5632,27,5684 13096 6339 67 12601 5502 6703 14217 12526 12528 4529 7255 17596 17606 18770 18937 19739 19986 21200 22206 22241 24372 24621 25113 30597 31649 36614
5633,29,9842 3765 7132 8372 2102 7468 9479 6373 8606 2092 10552 7704 3006 12311 12332 13325 14390 16872 17294 18641 19775 22664 23649 28433 28510 31917 39429 40136 46003
5634,26,11799 12779 4493 11912 4187 1004 3703 10566 3889 251 21501 19744 8686 6703 322 5627 21838 27266 33678 37500 39296 40481 42035 48522 48765 48807
5635,32,3316 1054 370 1113 304 270 1518 3937 5628 5558 5680 6420 6510 6702 7027 8685 9221 12587 13487 13888 13996 14158 14412 14642 18814 20072 21500 24973 29114 38192 38538 48656
5636,25,5443 2244 5045 1905 5538 3620 12887 1927 4985 8036 10457 3796 8481 12518 14396 14621 14752 16114 16938 20075 21034 21082 24327 30670 44790
5637,23,3247 3170 9806 21200 21197 16516 16296 21073 9707 4239 10570 21746 24077 30671 30813 31029 31504 31533 33029 33920 34115 40392 48849
5638,31,245 8118 8143 551 5272 7688 17857 190 343 7600 9083 9092 18729 20868 21026 21164 21198 22244 23379 28719 30607 30952 31029 31122 31874 32969 37426 37554 38883 39936 46717
5639,21,27677 8227 5678 24476 7716 15718 16906 13833 36825 9399 5738 561 14657 8524 1452 5672 9191 36768 45894 9158 34163
5640,27,3680 2328 4207 1696 14080 381 17212 3186 16890 7942 23471 7311 14416 14083 25880 28692 31880 32633 34281 39813 40557 42690 42705 44342 44456 45174 45472
5641,23,17402 12756 4128 11440 33564 1834 1379 11481 33398 15193 4599 9030 7741 32701 9777 35999 37928 38353 42318 44635 45102 47478 49779
5642,27,1007 2208 2488 736 1979 906 810 1753 48 2335 4094 8269 8624 9036 9811 12733 13697 14392 18772 19045 20331 23916 26850 32034 40230 40232 43529
5643,21,13453 13821 598 11775 20172 21422 14647 13036 21158 17724 17405 23767 24041 24708 26071 29012 32967 35044 35301 47160 47902
5644,10,4884 10489 21064 2248 3674 29317 17530 25388 33600 47147
5645,16,11998 13017 5277 4639 14014 16738 6509 18489 17212 13153 10497 5612 12650 26054 31833 36672
5646,26,9722 22863 15641 3046 3101 8765 5612 11804 16466 23778 28481 27959 2167 30400 31614 32238 32327 32454 32934 33081 33219 37493 38448 42403 43825 48736
5647,29,3597 4727 5478 4596 2463 5197 2767 130 5108 5686 7221 7582 9220 12132 12585 13224 14132 17853 18724 19488 19975 23967 30699 31003 31918 32925 41989 45518 45584
5648,25,2312 3142 89 3623 1115 3307 3011 4373 1401 5627 3693 5678 5825 6662 8927 9672 13557 15618 17935 18221 18924 19391 36997 39296 41633
5649,23,1564 4095 5517 1586 4727 2327 2871 4229 1328 3511 1201 1370 883 5912 9608 11827 12839 16480 28021 29405 32566 42680 46586
5650,21,7817 5703 5356 12745 15862 14492 9413 5961 25946 10 7177 22654 11355 26188 32651 34058 44743 45710 46857 46872 46900
5651,20,4339 866 25786 37029 16808 2084 22168 22197 23126 22442 33767 26199 35956 25191 45557 17673 21487 45774 22688 9830
5652,21,1658 1639 1176 6267 5260 2015 10383 7384 19688 2888 20479 20988 5046 17944 13269 29418 31013 34627 37749 42936 46370
5653,27,2669 4433 5497 4602 5512 3092 3957 3831 5513 3815 3503 3818 4091 5811 6811 7189 7680 7707 8041 8789 9474 10245 19952 30936 33321 40513 40526
5654,25,9137 6007 1820 14861 22768 22973 23471 2311 8360 7699 2102 29136 32887 35954 36168 37132 37173 37418 38667 39911 39944 40136 43181 47851 48488
5655,31,1620 3183 3364 4453 2158 2160 2799 5353 4987 6380 6478 6896 8103 8336 9314 9640 9712 10263 14393 15146 16657 18401 18511 23004 27133 28693 33034 37723 38892 41667 45303
5656,30,19304 23004 21234 26092 7529 7133 15270 21184 17259 16319 13129 13575 4232 24563 13968 28889 2674 5895 29394 30403 31081 31353 32040 33326 36379 38140 38898 40885 42660 43070
5657,21,593 4673 5789 3531 24536 19016 31086 6803 19379 18548 25969 15686 19046 9190 9658 26917 32029 34001 36328 40362 40606
5658,15,12901 31866 17894 23910 10506 15687 15061 29265 13436 1879 25249 7504 34156 34392 36329
5659,16,7154 4317 46715 18635 28426 35740 2654 17494 29886 39049 46166 5120 47775 48658 49033 49531
5660,31,5076 18834 27306 5686 2098 22965 28293 10372 9250 11630 16038 17080 19206 21637 4967 31918 4525 22687 2530 10366 26492 7044 32407 38116 38750 38804 41548 42571 43585 43981 44334
