node_id,degree,neighbours
27231,30,25755 2914 23641 527 24708 23061 3069 17958 10149 15977 65 18928 24852 26530 19605 26543 28197 28346 29095 30323 34313 34788 41602 42353 42906 43076 43172 44585 45398 48976
27232,23,9131 26805 7831 17790 3646 17745 23278 9969 24358 1542 19019 5919 8962 13055 26545 5158 27482 28269 29487 33250 43420 49097 49140
27233,27,3799 20927 18548 1949 426 26019 19230 3668 15037 11643 22709 26295 12887 10413 23013 2030 27251 27486 32513 34969 36968 37814 42394 42433 42826 44443 48368
27234,28,1250 5076 2282 4266 11807 26773 26368 9281 5313 7030 18776 10436 24360 2253 4259 27272 28530 29321 29820 31822 31842 32034 33717 36578 37815 38078 39293 48504
27235,22,11715 7766 8709 20881 896 5588 9595 25896 12485 4787 637 16097 13145 26156 27929 27989 28208 32160 32310 37522 38127 42950
27236,23,2832 1400 8854 6312 18851 14454 391 7765 15335 25498 25875 16108 10458 19257 1384 2444 28697 31859 38026 41245 43387 43965 48854
27237,22,26183 17619 13006 2320 23230 9934 4640 21602 8823 972 23005 5293 16236 22388 8052 35292 35350 40658 47647 47663 48185 48677
27238,25,26887 21250 20688 12865 23229 1164 7230 26346 5148 8257 17035 8544 21050 13718 8560 26774 28124 28844 32766 34303 34836 34980 36080 36102 36184
27239,21,12046 15847 5535 16615 21502 24468 25489 25293 3208 8974 18161 22413 5673 8419 27935 33306 33439 33791 37852 42397 44602
27240,22,5845 18305 8691 5552 13431 13661 4834 22335 22884 22417 26790 15798 25741 6341 17567 25669 27392 27519 35424 35651 35966 45423
27241,16,19757 2640 17647 5699 1331 11910 10658 11758 4741 8262 11688 12999 13002 28426 39654 43513
27242,21,10926 2948 7862 22325 18661 5779 11005 24804 19964 4708 28125 28438 28931 29979 31418 36985 37189 38202 41706 46445 48550
27243,26,15744 4121 94 13775 2276 1206 21145 5016 12557 6369 24823 10336 3833 10464 18817 18825 34290 37910 42985 43781 44286 46605 46645 47013 47351 49926
27244,20,1525 7498 12654 2430 3470 10374 27080 3113 20027 14536 16113 7741 19484 28840 31359 32431 37858 41698 44256 49833
27245,27,12458 667 15837 15922 23707 15322 11571 16195 9949 4896 8260 17542 6885 19393 20067 5436 27529 27762 27869 29523 33966 35499 36687 39976 40112 48275 48277
27246,23,16130 1608 8377 19612 17794 1916 4115 1470 15911 12133 23363 7851 3993 4645 19392 10994 27530 27533 27867 28134 33965 34739 41765
27247,21,34328 21548 27525 13913 4771 19455 15167 26907 25890 45180 8929 19925 9086 32749 36628 17648 27260 45825 47535 48301 48619
27248,24,9897 14002 16288 12057 1282 22221 1916 9634 16400 19244 17412 13093 25662 20190 6859 10196 32151 32566 35801 37414 38008 40807 48072 49493
27249,22,13328 18558 1100 15229 26464 9852 25501 19783 9652 2977 23330 17446 13307 27539 30919 33345 35591 35917 38934 46634 47688 48272
27250,12,5416 5081 5447 15561 7172 6315 6595 567 9094 10950 33801 42019
27251,21,26066 6267 22870 19046 25620 25481 947 21400 2760 13945 2253 18548 5749 11468 27233 2562 27486 28913 30660 36416 38524
27252,13,14890 11533 5658 6682 3019 24561 18769 3180 2563 28914 30470 38117 38848
27253,28,23496 3846 9377 854 25552 17702 7445 13588 13128 9741 219 10822 17457 19393 10232 24815 27536 27561 29523 30744 32768 36945 37019 37020 37534 38745 41766 44363
27254,28,3447 4534 20032 9183 19985 18905 27081 9179 19653 14274 27247 16988 3587 19359 12311 17788 27260 27263 33532 34716 36750 38295 38830 41722 41955 44553 45685 47811
27255,13,27080 25623 26652 6216 19863 686 27092 10792 11897 31235 37852 38647 42371
27256,26,22820 10354 24839 12276 12950 25198 2948 19449 19363 15811 16732 25844 15038 3983 13537 20222 28373 29735 29748 34566 36212 38099 39242 40862 42095 42940
27257,21,24514 5172 16684 24789 26753 4793 13587 12751 20014 13997 12981 22985 5503 27100 30172 37854 38756 40880 41553 43282 46451
27258,31,9298 22326 13667 8524 23946 4897 21745 18724 21703 13668 21507 24680 130 21494 7061 29443 30001 30381 30384 30660 30965 32057 33423 34892 36416 39572 39637 40480 40499 40546 48706
27259,29,16726 14982 22410 24653 3217 115 11439 21752 9328 12569 23243 23904 15333 17144 3373 14005 28935 29713 31338 32297 32367 32467 32950 33971 36532 37438 40660 42139 46433
27260,26,9266 14903 3293 7689 3222 22807 16735 15552 16344 9183 13598 27254 9592 2617 13719 27247 28523 32976 37592 37853 37922 37936 38357 48749 48764 48940
27261,22,17842 15804 20006 8302 11457 4756 1556 4279 19307 2892 2437 26649 531 12594 16604 10691 28999 29885 33352 36179 36318 43963
27262,22,18285 8768 11829 14304 11187 21073 11828 21038 11622 11153 24353 6265 3715 30666 30953 32235 32261 32284 32531 37117 45435 46320
27263,16,7029 24871 14723 24047 13748 190 19565 15012 27254 12532 36603 37816 38889 40403 43160 44288
27264,10,4682 14749 13490 7366 21814 20601 7438 27265 40773 40837
27265,12,7480 12366 253 21753 7519 20600 7401 27264 27920 30495 31259 37204
27266,16,1238 12597 19619 11912 22549 24611 5073 5634 25096 19391 1480 181 17986 27723 33686 40445
27267,7,14531 8864 15418 7675 3888 41948 42700
27268,25,22164 5426 4646 5888 26005 15734 12872 4398 20195 17224 10123 27176 3071 20778 10169 2040 27968 28669 34318 34965 38377 40243 43427 44095 49423
27269,15,1833 25551 16820 17248 3795 26026 7882 2389 32660 32911 34523 36577 43832 44133 44632
27270,12,19282 21340 6512 13928 5462 4031 20983 14384 11427 11428 32439 45167
27271,18,10178 2462 12836 20196 21775 21949 23522 8580 13060 12571 9589 28795 29007 29452 31084 39221 40725 44426
27272,24,24096 24149 19735 9726 8902 6352 4272 12481 7267 19276 26032 596 18772 27234 26491 7030 28800 29301 29776 31701 33677 36511 37073 38153
27273,24,13363 21372 21116 12380 19113 7566 2661 21627 2292 4174 22723 1205 3116 21261 4387 27093 28558 30440 39825 40009 40795 41413 47049 47891
27274,14,27084 10405 16641 11173 11872 12196 17469 27279 27922 27954 28900 41763 43140 46161
27275,11,9171 6569 9084 9593 1867 8568 7305 18927 28603 34344 39161
27276,24,12528 21196 7547 20009 17141 19851 113 17754 25095 15220 11765 8431 22092 15061 20102 276 31056 31585 33103 36084 37903 41807 45088 45925
27277,22,11942 1669 26821 16095 4755 2976 2892 23151 13439 12853 16305 1436 10186 25608 18318 2465 28604 31389 33907 35272 42743 42907
27278,17,661 16907 14360 11672 16617 6804 5037 14355 16198 6488 26328 6217 6891 30724 45436 46197 47057
27279,7,14930 17251 14864 27274 9016 10673 27294
27280,23,20241 2701 24945 16400 11791 4136 6706 1881 8159 25792 7021 10136 24822 1687 16204 24466 31136 34455 38817 41954 43057 45055 47667
27281,24,18611 10173 11514 1465 13370 22213 7883 16600 4047 6917 14325 8190 26830 20505 24467 23562 27906 28439 33502 33681 33838 38165 38661 43115
27282,24,4732 4017 20348 15761 23591 19238 21993 3964 15258 9066 18234 16467 18075 12387 24907 10209 27985 28846 29549 32948 34005 38892 47314 49331
27283,24,23361 8060 1382 12940 2979 10483 13430 1091 1327 10467 13421 19433 23845 8432 3184 20711 32248 34132 38779 38791 39885 40657 45893 46544
27284,20,4208 22240 25094 17036 19830 2031 5826 6682 19074 3097 26600 17470 24229 26296 27103 27595 30010 32711 33627 36436
27285,19,19592 15345 7910 19134 16427 22422 6124 22447 5892 6549 18442 27435 28235 29008 30408 35553 41651 45845 49260
27286,18,6992 15584 12620 25901 23036 14680 6131 25308 6078 24000 12625 15809 29409 34206 36527 37576 44842 48609
27287,25,15084 8357 23570 6982 23728 21719 11729 5938 22091 24070 25164 4905 12478 27551 28365 29231 30211 30497 30834 31835 34214 39801 45457 47504 48928
27288,17,7693 7533 26938 3593 14538 6589 19773 27609 27898 27947 30981 40506 40533 41753 46161 46294 48898
27289,23,5348 6329 19595 4775 27115 8442 3129 5437 19394 10601 3606 6615 27109 27956 28243 30769 34121 35157 42142 44223 46202 46226 47887
27290,12,16016 4778 8298 26834 20799 10990 19795 14938 9093 27293 27958 41613
27291,21,17506 18304 8161 7390 24331 20122 23464 16713 3238 26727 10302 19389 26700 1677 15657 10463 27607 28390 32100 36546 44242
27292,18,14892 16556 12120 12258 8095 23463 19388 21867 8570 23542 2312 17411 7434 1675 27608 40590 44371 46720
27293,18,26834 10990 14936 7604 2356 27290 8320 10395 16553 12150 21016 2496 9212 26948 27921 27958 28895 46601
27294,14,16546 19427 10957 8316 27279 14737 23399 4090 14718 14864 27111 27524 37701 41677
27295,14,27202 23133 15049 18628 23101 10238 15331 17633 24833 2642 27113 30425 42593 49964
27296,19,17893 9202 27007 4629 9670 10239 7672 7964 22277 4147 24655 27114 29551 29919 35063 37973 40740 43205 43997
27297,19,1845 22118 22942 1445 18363 9935 20167 4860 16725 5060 8100 7574 21714 20112 28213 28268 37742 40814 42613
27298,18,1649 4705 16836 9386 4744 11905 25924 9567 14619 18829 14620 11286 14533 10910 35212 39807 39996 46591
27299,31,4532 20524 8183 3961 25085 17331 22230 16208 23677 20370 24203 19309 20419 14576 4800 8842 27405 27406 27409 27413 27424 27427 27462 27657 27666 27670 27672 27707 27712 35139 37487
27300,17,11007 7958 15461 16729 22358 26501 12794 26203 16927 5844 3645 23830 19628 15613 29145 36444 37335
27301,30,19497 25057 2061 22467 14262 19687 21067 1465 15650 15938 16980 19818 548 15811 15626 16040 28206 33151 33432 33791 33811 34216 34363 36584 40911 45899 45917 47020 47684 48328
27302,24,23744 27175 2354 2637 6329 12676 25891 4982 1138 26028 483 18223 6485 27115 31084 32188 32821 33291 34429 34860 34933 43616 46556 49203
27303,15,17331 4130 23737 19806 21669 5988 22629 20818 23224 3408 29505 29795 33691 34744 36458
27304,22,14442 15530 19567 25038 4951 18943 883 981 2798 26229 23408 25420 18982 3458 9618 24374 28910 34797 40702 42711 43876 49533
27305,20,8774 21054 6986 12087 24901 6327 18198 1623 13583 20866 12378 12103 27563 33318 36758 37038 39679 40275 41029 49366
27306,29,4451 3181 4419 12481 4601 3338 2528 19123 7470 10804 5660 19128 9753 11078 25529 3166 28287 28790 29116 29499 35910 37138 38178 41031 41104 41989 42642 42757 47485
27307,17,13369 10561 12872 5824 18946 729 25168 11917 24446 21827 4943 3913 16060 471 34868 35676 43427
27308,19,22499 15057 10555 18958 1645 23429 26514 5499 17065 24477 14597 25145 21161 23324 23657 31823 34082 37400 37563
27309,20,25089 20508 8092 1500 16457 23236 12191 17066 23957 1543 24478 18169 527 24999 18311 21162 31682 34849 35205 49889
27310,19,7019 26492 20014 9813 8756 10372 19142 6310 28130 34490 35999 36452 38040 38393 39271 39636 40867 45492 45799
27311,26,13228 26953 11496 23198 19091 23356 6573 19833 21017 27101 21385 8050 19052 15192 25114 12928 28849 33613 34491 35210 36382 36514 37777 45312 47191 47596
27312,18,15000 14499 3018 21509 21399 4098 24228 2181 4361 455 26383 25197 11437 4428 27514 31605 33816 42667
27313,22,1412 16045 12470 18522 26992 10122 25198 2910 22432 26623 5726 4902 11848 17357 26384 28780 28838 31856 34458 34748 42369 42668
27314,24,8442 17054 19210 22345 23410 3896 7158 13592 13258 20845 1482 17546 3002 27649 30489 30559 32833 39588 40352 41037 42401 43555 46478 49062
27315,24,2213 4597 19209 20293 21575 8579 23980 14531 17547 26097 13121 681 20659 15473 25905 27601 29844 30165 30823 32832 37036 42402 43554 49057
27316,10,7369 24955 19761 18381 20639 26334 8478 4089 27900 33165
27317,30,15740 21455 5838 24419 8924 1534 12989 8928 4684 26767 19552 4696 4719 18519 934 18071 28342 29722 30780 35689 35742 37866 39424 40106 40120 40411 40932 42534 42842 47694
27318,21,13020 5259 24398 22989 19349 22243 6180 8392 21725 11942 14810 17264 18070 5254 19840 40410 42073 42401 45324 45336 47733
27319,25,14421 4451 209 7470 19586 15426 5686 6463 20387 17693 10512 16683 8874 26836 18219 4684 33160 35986 38948 38990 39321 39645 40671 41745 41906
27320,14,23870 18775 7528 22542 6617 14192 1527 8305 28820 30458 41047 44695 45526 46798
27321,19,6504 4441 11678 21692 2373 5419 6346 2858 14644 1526 6616 5095 14191 28873 30459 36015 38926 42281 46797
27322,27,23636 14337 2801 18729 5267 5859 7900 23978 17584 21554 26225 5424 6014 19784 25979 4487 31625 31774 33732 34541 34814 35981 37941 38698 44731 44781 45872
27323,25,2586 13975 8442 25677 2310 10178 18701 4051 6910 6273 12836 18372 2196 12236 10348 27630 28607 28675 30434 30733 33344 41672 42164 44004 44816
27324,14,21768 16617 16604 21141 2900 23453 26016 3826 19240 3414 25699 3412 27634 41713
27325,17,3115 1341 6142 4764 22340 13105 12972 993 30234 40228 40373 41685 43520 44866 45988 47079 48729
27326,20,10086 24441 21737 6724 11975 22556 23545 25058 16069 13988 2240 15272 29083 29866 35205 35518 36828 37221 39271 44470
27327,19,26811 17991 10847 6177 13850 11677 1877 9044 2632 24915 25564 8590 16741 27138 34124 36645 36719 42665 46681
27328,16,15742 12398 22465 1962 11333 12079 21227 23895 27139 34018 34125 35037 36046 48257 49097 49140
27329,19,2822 4833 25855 4186 5880 6194 5827 5192 15163 14964 5887 5207 19847 4856 11293 3805 33856 35385 38566
27330,27,3279 23441 11643 15193 3115 22099 6936 5788 1927 16088 25723 3840 16770 18843 13693 10448 29253 33222 34215 37480 38888 41641 42643 43414 45154 45986 47478
27331,22,21507 24333 2769 25630 10996 5473 17452 23502 12386 27345 27346 27398 27415 27660 27675 27681 27691 27701 31839 37284 38960 39452
27332,31,15885 24542 10628 17531 22682 27160 18442 21968 25006 17451 4665 19629 26893 27345 27350 27363 27369 27399 27455 27468 27702 28098 29992 31838 32448 33358 35885 37283 39251 42836 49260
27333,29,25134 23885 11596 27160 15570 22338 3884 27035 23762 25313 26700 1952 27334 27337 27338 27343 27347 27351 27352 27357 27374 27379 27385 27403 27404 27411 27452 27461 27673
27334,26,20123 6764 9433 20050 15207 16104 9477 23677 19558 27034 27333 27337 27342 27351 27369 27373 27424 27448 27453 27455 27545 27665 27670 27672 27683 27707
27335,23,14977 3477 19766 12582 16327 25115 17052 23353 23039 6047 22933 3787 19974 3512 862 12695 28308 33091 34744 38036 41552 43537 49915
27336,30,24486 4669 7985 6409 1491 4727 26258 1667 12640 19975 16181 7197 19210 5487 23354 433 27649 28602 29030 31554 33865 33993 34270 38788 39148 39663 41824 43047 44708 48894
27337,13,20273 21864 21644 20598 23512 28227 17452 24726 27181 26985 19308 17129 27413
27338,32,20050 25211 23086 6518 24002 25313 23501 2207 10719 9477 21968 24741 20049 27217 7575 27333 27339 27345 27351 27353 27357 27359 27388 27404 27414 27423 27432 27452 27454 27466 27662 35359
27339,10,13431 9359 6452 3912 27676 37243 27450 27349 27360 27658
27340,31,16946 18495 4245 2218 15543 572 10999 1319 20778 9078 24002 27003 27337 27345 27347 27350 27354 27356 27357 27361 27391 27393 27401 27409 27413 27426 27553 27657 27661 27863 37342
27341,22,12949 15906 26789 8489 5873 22781 10555 1681 15042 4318 14934 24442 10813 3641 15395 2712 28170 32212 32964 36978 38733 38849
27342,13,10996 402 2069 27176 14814 5408 27334 27337 27364 27373 27402 27406 27438
27343,18,3428 24473 9805 2068 2207 10975 26983 27333 27367 27374 27401 27416 27660 27702 30161 33520 40612 41907
27344,19,18120 3683 17506 11649 16344 8655 8693 19359 3711 21787 7281 5618 14030 5454 2342 2643 30120 31807 45854
27345,22,15718 24669 7910 27331 27338 23714 22230 3754 22473 6661 14576 27332 17451 13115 27407 27436 27454 27667 27674 34321 38182 49471
27346,32,3194 13992 2069 12568 21255 15885 23756 5408 1588 5473 9477 27337 27331 27345 27348 27351 27358 27359 27364 27365 27366 27390 27398 27403 27406 27407 27668 27689 27690 29196 30566 33130
27347,29,24203 23503 26994 7575 9477 4532 1829 23693 27339 27345 14814 27333 27337 27340 27348 27351 27352 27359 27361 27364 27368 27370 27379 27394 27396 27402 27403 27406 29438
27348,25,23539 20419 14511 23762 25325 4533 23504 1828 2588 5408 23502 20523 27346 27337 27347 27339 27351 27353 27360 27365 27393 27395 27668 27712 43720
27349,18,3532 20152 6925 23741 3797 27345 8882 21987 8196 17697 17500 23504 27339 27662 27693 27714 34383 37878
27350,22,27332 22076 25894 4396 23892 23059 23086 21255 15129 27340 27386 27415 27430 27448 27455 27666 27667 27674 27675 34024 38182 42109
27351,20,21645 27160 19624 20419 9477 27346 27338 27333 27337 27334 27348 27347 27352 27354 27356 27359 27364 27366 27368 27370
27352,18,14511 22464 25052 22230 23502 27160 1952 27337 27333 27347 27351 27353 27358 27364 27365 27367 27444 27472
27353,25,5250 4261 1563 27147 12477 19309 15972 12077 15675 18088 27181 26998 9477 27338 27348 27352 27364 27368 27371 27378 27422 28514 28670 28857 40239
27354,26,11546 23265 5473 6846 14966 21644 20050 10628 16941 23502 21442 14780 27160 7576 27340 27351 27358 27359 27370 27379 27384 27434 27438 40632 44249 48124
27355,24,25714 6750 17682 22391 5460 8522 17852 8379 18136 20305 8164 7157 19365 5688 2628 18887 27650 28526 28626 31593 36608 39147 49134 49138
27356,19,6061 1563 7941 24741 20050 9392 27160 24203 27340 1952 20419 27351 27357 27358 27384 27387 27391 27473 45698
27357,23,5473 4261 12568 26498 4908 20721 21633 27160 7576 9477 1952 27340 27338 27333 27356 27358 27359 27361 27370 27374 27378 27384 27388
27358,24,6661 22513 15675 26998 24741 27346 27160 27339 27337 27357 27354 27352 27356 27360 27363 27364 27366 27368 27378 27385 27387 27394 27399 29196
27359,22,9533 1563 15039 25390 15675 24002 23502 1952 27346 27337 27338 27347 27357 27354 27351 27364 27366 27379 27385 27388 27398 27430
27360,23,20297 15992 13453 13761 23677 16103 25325 1828 9392 1680 22464 14814 20523 27339 27358 27348 27369 27371 27387 28996 38685 39796 42180
27361,23,22076 14773 15734 22427 3728 1824 23502 10938 26700 23693 2588 7575 14814 27340 27357 27347 27384 27385 27388 27404 27410 34521 39414
27362,24,21155 21720 1569 16822 23387 23833 8853 11528 17810 17949 23734 192 20074 27613 30281 31201 31221 33226 33255 35842 36220 42556 46063 48513
27363,24,4251 16106 4800 23756 19070 26617 4771 19454 7990 27358 27332 22447 27160 27181 27367 27384 27399 27435 27464 28737 34678 35250 37487 46958
27364,18,13318 6875 13763 15675 27346 27342 27347 27353 27352 27358 27359 27351 27365 27366 27367 27368 27393 27689
27365,19,20297 8091 22229 12568 12545 20419 27346 27348 27364 27352 27367 27368 27369 27371 27374 27379 27403 27424 27455
27366,13,13763 19308 15675 14814 27346 27358 27351 27359 27364 27368 27370 27387 27391
27367,19,14511 16103 16208 22000 21644 20050 7576 12568 14814 27363 27343 27364 27365 27352 27369 27371 27439 27448 27694
27368,18,25052 8250 14576 19308 27347 27353 27365 27358 27351 27364 27366 27370 27371 27378 27384 27402 27403 27405
27369,18,14511 23088 27168 24002 8091 23762 24741 5408 27332 1952 27334 27360 27365 27367 27408 27437 27453 35641
27370,15,22397 22230 21644 24741 9477 27347 27357 27354 27351 27366 27368 27373 27379 27390 27670
27371,14,15053 8091 19308 20050 27198 24741 27160 27360 27353 27368 27365 27367 27401 27406
27372,20,19508 5046 16748 25571 18148 18869 10415 13949 12729 3582 11193 12913 20988 9615 23633 15365 27400 28268 44178 45288
27373,18,20723 23086 8777 15477 22230 16104 20050 27337 27334 27370 27342 27385 27401 27409 27410 27412 27413 27679
27374,17,24715 23088 10719 23762 24741 20419 1952 27357 27343 27365 27333 27387 27388 27402 27406 27414 27672
27375,27,24751 15615 10556 1550 4690 16400 10000 16748 16238 8189 27003 4868 27188 15659 16372 15723 27377 27418 28033 29357 35483 37642 42490 42529 45686 48241 48296
27376,20,46950 35186 4307 13607 46269 20690 9194 2079 23426 36218 14202 26331 38331 15134 27228 47586 35137 27156 27656 48170
27377,27,26236 24553 15264 25199 25520 2544 10556 7849 23946 15194 8189 21783 27003 27188 16400 27375 27382 27441 27724 28115 34273 34731 34786 35610 38758 44729 45610
27378,10,22229 27339 27357 27353 27368 27358 27384 27387 27445 27452
27379,18,8091 20050 27160 24741 1952 27339 27333 27347 27354 27365 27359 27370 27385 27386 27391 27412 27672 27684
27380,18,20912 13268 8480 25349 3367 19555 6655 12003 22372 11023 10879 26929 31898 32962 42342 43148 44120 44291
27381,21,26510 549 11549 1614 25297 9866 27149 16195 21370 15296 27048 91 2504 15614 27187 27442 33552 35393 43036 48303 49436
27382,19,10114 21515 18462 8821 9499 9809 15716 21433 22483 3709 7938 21426 27163 27377 27419 34097 37123 44536 44756
27383,21,27150 16280 24246 20438 10009 2250 19445 18246 16745 19655 14830 15779 9348 27376 27182 27172 31869 34045 45224 48112 48235
27384,17,22397 22230 15972 9477 27363 27361 27337 27357 27354 27356 27378 27368 27387 27390 27393 27409 27462
27385,18,12477 23594 15031 7576 8082 27345 27333 27361 27373 27337 27359 27358 27379 27387 27388 27391 27394 27463
27386,13,22263 27147 24078 27350 15646 26700 12568 27345 19308 27379 27394 27452 27691
27387,17,22791 24726 15111 23504 7576 27374 27360 27356 27366 27358 27385 27384 27378 27390 27395 27673 27685
27388,20,23503 22229 23502 24002 1952 27374 27338 27361 27357 27385 27359 27390 27391 27396 27402 27436 27438 27460 27665 27666
27389,12,21278 23436 4589 16064 13759 25814 27479 29832 29896 33408 39226 41381
27390,9,27346 27388 27370 27384 27387 27391 27393 27394 27404
27391,14,25510 22790 27345 27340 27356 27379 27366 27388 27390 27385 27405 27410 27443 27447
27392,16,19310 27240 19559 26778 4944 27147 17604 24138 18358 24320 7977 24783 21685 692 27429 35325
27393,8,16856 23693 9477 27340 27348 27364 27390 27384
27394,14,22858 6061 8127 15675 20050 27345 27347 27386 27358 27390 27385 27401 27407 27411
27395,18,6764 22791 17874 6518 23677 26989 16104 9392 25325 20419 1166 27387 27348 27402 27403 27405 27412 29394
27396,16,15734 3010 7734 19308 14692 16540 2218 4532 24669 2588 27388 27347 27397 27409 27465 27679
27397,16,2946 22790 27199 8575 28393 23011 21103 28918 24244 37441 35501 11675 388 28031 27396 38837
27398,32,13677 1552 15763 2069 23177 15031 5473 5954 24831 22446 11546 2312 14576 27346 27331 27359 27402 27404 27408 27412 27422 27423 27430 27432 27434 27445 27447 27463 27465 27676 28391 42017
27399,17,25053 8161 21864 10975 3147 27345 27332 27358 27363 27401 27407 27460 27462 27473 27713 28390 43791
27400,17,19188 3777 14988 25703 26249 19437 2348 14781 894 27372 13360 13399 13916 27433 35270 37849 44555
27401,22,23503 27198 8243 26700 7576 14814 9477 27345 27340 27343 27399 27373 27394 27371 27403 27409 27410 27411 27453 27467 27675 27690
27402,20,19308 2216 19309 22229 2588 8082 9477 27345 27339 27398 27342 27374 27347 27395 27388 27368 27404 27405 27410 27412
27403,16,14511 24726 24002 26700 9477 27346 27339 27333 27347 27395 27401 27365 27368 27406 27411 27414
27404,14,23714 22229 23502 8082 9477 27339 27398 27333 27338 27361 27390 27402 27410 27423
27405,16,18483 2207 15031 27031 6518 27299 27345 27395 27391 27368 27402 27409 27422 27427 27430 27690
27406,17,24831 27147 15646 19308 2218 27299 23502 1952 9477 27346 27342 27374 27347 27371 27403 27409 27696
27407,21,26995 14571 17391 21655 21864 12495 15576 9078 20050 2218 19308 7576 27346 27345 27394 27399 27435 27438 27690 41651 42107
27408,28,22808 24842 5247 8882 21060 23693 17421 9477 24831 27345 19309 27168 24741 27339 27398 27369 27414 27422 27427 27435 27455 27694 27696 32175 33388 34333 43740 49849
27409,14,15646 27198 27299 26700 14814 9477 27340 27373 27396 27405 27384 27401 27406 27446
27410,12,20721 26700 8082 9477 27339 27361 27373 27401 27391 27402 27404 27412
27411,17,15599 14511 21864 24741 8082 14814 26700 27345 27339 27333 27401 27394 27403 27412 27426 27667 27671
27412,15,17129 4532 20524 2216 23502 14814 9477 27398 27373 27395 27379 27411 27402 27410 27413
27413,18,15477 2216 27299 5408 7576 26700 8082 9477 27345 27340 27337 27373 27412 27415 27452 27657 27660 29148
27414,19,14095 20524 19947 16103 20050 8082 14814 1952 26700 9477 27338 27339 27408 27374 27403 27416 27658 27680 29149
27415,29,24726 27331 2927 17451 6342 5408 27176 7378 16104 20050 22230 20116 4503 27350 21343 27413 27451 27454 27670 27689 27700 27704 27706 27712 35998 36207 37238 41972 47293
27416,23,14509 18483 23232 8381 19309 16913 6518 27053 21968 5541 6341 2207 19947 26700 27343 27414 27455 27468 36208 36734 40185 41626 41973
27417,24,23840 8115 4490 26238 20674 23007 2079 17639 1209 22103 27112 27199 667 17527 27190 27188 27418 27442 27449 27682 35463 38770 38911 43719
27418,28,8828 14496 27112 21782 8822 26238 6868 15653 27375 24283 2079 8231 26662 27376 27188 27417 27420 27480 27686 34152 35623 36411 38203 42516 43245 44281 45755 47215
27419,24,6325 6324 22282 16358 15797 8829 8827 9638 12560 27376 15595 19126 6862 27382 7725 27169 27425 27441 27456 29336 34870 38901 40999 47601
27420,25,16387 8853 4226 20671 25279 8080 15516 8115 24292 19127 25425 24272 23840 16214 27187 27418 27656 30701 34795 35859 36958 37025 45686 45783 47582
27421,15,22364 21479 8456 1594 21210 2929 21694 25044 7977 26550 21685 26127 16538 18358 30241
27422,19,23677 20297 6061 18728 18483 12568 15675 5408 2588 7575 27398 27408 27353 27405 27423 27424 27427 27431 27461
27423,15,11705 24842 23714 19624 19309 2588 9477 27398 27338 27404 27422 27431 27432 27683 27689
27424,16,1563 15577 6688 24831 3474 2207 24002 6411 23693 12545 27299 5408 2588 27334 27365 27422
27425,22,1548 25077 17977 20253 25581 9425 9496 24603 25205 22805 8080 23664 9090 24575 27419 15471 28096 28739 29366 29504 32350 33212
27426,17,20297 16104 2216 3010 27198 10975 1829 15646 8082 7576 27345 27340 27411 27438 27447 27690 40636
27427,11,15039 6688 27027 27299 7575 27408 27405 27422 27430 27668 27669
27428,19,7553 4209 7717 1875 22757 5263 22398 24300 24156 16153 15959 15822 7624 10052 6723 27459 29044 40624 48194
27429,13,22520 24299 22591 4706 17085 15960 6722 24320 692 27392 34053 36300 44692
27430,13,23145 6061 17874 12568 15675 27350 24741 7575 27398 27359 27405 27427 27431
27431,11,25556 1563 23504 13303 18088 23693 27430 27422 27423 27674 27691
27432,13,21382 23145 3474 25390 6764 18088 15675 23693 7575 27338 27398 27423 27664
27433,23,7673 12532 21944 25564 19437 9615 3582 2620 19523 14781 4795 19248 4093 27400 27471 28528 36627 36713 38323 38487 44076 47125 49293
27434,23,23086 23501 25465 8427 15675 15763 23158 23177 6411 7575 27345 11546 27354 27398 27436 27444 27448 27670 27678 27695 30818 36223 39713
27435,20,12477 27285 16106 2067 4665 22397 11545 25126 25531 12513 26893 27408 27407 27363 27437 27668 27692 27699 36172 36222
27436,21,9533 3474 4261 12540 17874 20721 22398 23501 21382 15675 22229 7576 27345 27434 27388 27438 27440 27454 27667 27675 41866
27437,20,27147 24742 6688 23088 15612 24726 25259 8091 19309 23502 23714 9477 27168 5408 27435 27369 27439 27444 27451 27455
27438,13,14576 21644 23502 27342 27407 27426 27354 27436 27388 27443 27447 27452 48554
27439,15,4532 12477 22473 14511 19308 20523 15646 22397 27181 8243 9477 27367 27437 27444 27453
27440,29,19946 87 4289 25160 17864 15031 7107 10996 21382 8082 14692 27436 27467 27666 27667 27669 27674 27675 27676 27678 27701 29367 35613 35874 36542 38680 48629 48958 48981
27441,24,2871 4194 17134 27112 8151 8626 6643 1208 23163 22517 8220 12065 27165 27377 27419 27163 27449 35585 35801 42223 43892 45877 47786 49493
27442,26,1614 16059 24450 8231 16387 14496 4490 24598 8822 4226 23080 16195 27381 17527 27188 27417 28224 28471 35117 38282 42464 45589 45959 48275 48470 49492
27443,11,3474 20524 19624 12568 21644 21442 22229 7575 27391 27438 27447
27444,11,8882 21645 4532 27147 22230 23502 27434 27352 27437 27439 27448
27445,22,16337 2207 16103 15829 4261 26700 21644 8082 1563 2588 20523 24741 20419 9392 27398 27378 27474 27662 27671 27672 27680 27683
